iteration,Adam(lr=0.0001)_q25,Adam(lr=0.0001)_q50,Adam(lr=0.0001)_q75,Adam(lr=0.001)_q25,Adam(lr=0.001)_q50,Adam(lr=0.001)_q75,Adam(lr=0.01)_q25,Adam(lr=0.01)_q50,Adam(lr=0.01)_q75,Adam(lr=0.1)_q25,Adam(lr=0.1)_q50,Adam(lr=0.1)_q75,Adam(lr=1.0)_q25,Adam(lr=1.0)_q50,Adam(lr=1.0)_q75,Adam(lr=10.0)_q25,Adam(lr=10.0)_q50,Adam(lr=10.0)_q75,BFGS_q25,BFGS_q50,BFGS_q75
47,0.9863764196634293,0.9891391396522522,0.9910800158977509,0.8704052567481995,0.8961018323898315,0.9138969480991364,0.23710394278168678,0.31637169420719147,0.3920396491885185,0.0033815025817602873,0.005140723194926977,0.007385633536614478,0.0028549706912599504,0.004366810200735927,0.006548155681230128,0.31580036133527756,0.4436815530061722,0.6099616140127182,0.0,2.365615118703566e-37,2.834241641966282e-17
48,0.986082136631012,0.9889076054096222,0.9908869564533234,0.8677869439125061,0.8939501047134399,0.9120957404375076,0.2304636761546135,0.30821722745895386,0.38462404906749725,0.003002281009685248,0.004701514961197972,0.006970863090828061,0.0025825538905337453,0.003865889389999211,0.005687131080776453,0.44917453080415726,0.8265419006347656,1.35403710603714,0.0,0.0,4.963535474260159e-20
49,0.985788106918335,0.9886763393878937,0.990693986415863,0.8651831895112991,0.8918029367923737,0.9102976769208908,0.2236466370522976,0.30031947791576385,0.37717078626155853,0.0027186876395717263,0.004332783166319132,0.0065023775678128,0.0023681974271312356,0.003559218836016953,0.005131257115863264,0.3350510820746422,0.7068203687667847,1.3939971625804901,0.0,0.0,8.087622565834913e-23
50,0.9854941517114639,0.9884448349475861,0.9905011057853699,0.8625881224870682,0.8896596729755402,0.9085021167993546,0.2170763649046421,0.29281650483608246,0.36967654526233673,0.002550658129621297,0.003970990655943751,0.006067950278520584,0.0020935044740326703,0.003290482913143933,0.004752638400532305,0.15552518144249916,0.41586215794086456,0.8748569637537003,0.0,0.0,1.3503256287196298e-24
51,0.9852002114057541,0.9882138669490814,0.9903080314397812,0.8600171804428101,0.8875150084495544,0.9067077785730362,0.2107035107910633,0.28560473024845123,0.3621405139565468,0.002341341052670032,0.003663207171484828,0.005702722119167447,0.0020440657972358167,0.0029443345265462995,0.0044091836316511035,0.05912932567298412,0.17453689128160477,0.4410386234521866,0.0,0.0,3.4390590496859254e-27
52,0.9849064350128174,0.9879797697067261,0.990115150809288,0.8574557900428772,0.8853746652603149,0.9049218744039536,0.20392155274748802,0.2785452604293823,0.3553827032446861,0.0021487304475158453,0.0033457314129918814,0.005393349449150264,0.0017959689430426806,0.002691270550712943,0.00391814426984638,0.17941419035196304,0.27685701847076416,0.3793046697974205,0.0,0.0,2.6604180292725445e-30
53,0.9846127480268478,0.9877453744411469,0.989922285079956,0.8549038022756577,0.8832387626171112,0.9031837731599808,0.19646944105625153,0.2723443806171417,0.34872593730688095,0.001977114414330572,0.003084664815105498,0.0050955378683283925,0.0015696630289312452,0.0023179256822913885,0.003576854825951159,0.25819680839776993,0.4954686015844345,0.8241546303033829,0.0,0.0,3.4369929614123495e-32
54,0.9843191057443619,0.9875112175941467,0.9897295236587524,0.8523609936237335,0.881107360124588,0.9014496803283691,0.1897120550274849,0.2659853994846344,0.34128639101982117,0.001849041145760566,0.002889404073357582,0.0048200946766883135,0.0014500953257083893,0.0021879622945562005,0.00327996484702453,0.21165022626519203,0.418922558426857,0.8435630053281784,0.0,0.0,4.041536096019721e-33
55,0.984025627374649,0.987277090549469,0.989536702632904,0.8498274385929108,0.8789869546890259,0.8996822088956833,0.1842222847044468,0.25977370142936707,0.33466479182243347,0.0016550342261325568,0.0026741112815216184,0.004567131283693016,0.0012478585413191468,0.0020194087410345674,0.00290726131061092,0.08844100683927536,0.23793677985668182,0.5142441540956497,0.0,0.0,1.8765555541506015e-33
56,0.983732208609581,0.9870428442955017,0.98934406042099,0.8473033308982849,0.8768724203109741,0.8978999853134155,0.1783069632947445,0.25416240096092224,0.32814668118953705,0.0015316965582314879,0.002452154061757028,0.004372383118607104,0.0012079624575562775,0.0018665199750103056,0.0027425928856246173,0.04113934002816677,0.11417188495397568,0.2544601857662201,0.0,0.0,1.3941905059768402e-33
